id,Number,sentiment,text
700,21680,0,"Disable nondeterministic CTCLoss from cuDNN. ## 🐛 Bug

<!-- A clear and concise description of what the bug is. -->

## To Reproduce

Steps to reproduce the behavior:

1.I i updated pytorch version and ctc，use pytorch_nightly, but in my train ,nn.CTCloss() is still zero,so,i would like to ask if the version pytorch(nightly) has been solved this problem
1.
1.

<!-- If you have a code sample, error messages, stack traces, please provide it here as well -->

## Expected behavior

<!-- A clear and concise description of what you expected to happen. -->

## Environment

Please copy and paste the output from our
[environment collection script](https://raw.githubusercontent.com/pytorch/pytorch/master/torch/utils/collect_env.py)
(or fill out the checklist below manually).

You can get the script and run it with:


 - PyTorch Version (e.g., 1.0):
 - OS (e.g., Linux):
 - How you installed PyTorch (, , source):
 - Build command you used (if compiling from source):
 - Python version:
 - CUDA/cuDNN version:
 - GPU models and configuration:
 - Any other relevant information:

## Additional context

<!-- Add any other context about the problem here. -->
"
372,25034,0,"make add_module accept tuples as well or change containers(ModuleList, Sequential, etc) to allow this. ## 🚀 Feature
<!-- A clear and concise description of the feature proposal -->

## Motivation
The API is not consistent with the way architectures are made. That is you can do some actions using a set of methods, but cant do the same actions using a slightly different version of the same methods. To be more clear for example, currently if you want to alter/use a part of an existing architecture you may use   like this : 
1. method 1 :    

2. or a slightly different version 

However, the very time you  try to use the named version of same method (i.e ), you no longer can do the same thing and will face the error : 

in the process of using only  method in such situations, you lose the information originally placed in the architecture, meaning you no longer have access to the modules using their names. 
The source of the issue lies in  the  method which interestingly accepts a name and a module by default. 

  
## Pitch
allow for ,  and alikes that accept modules, also accept named modules. meaning these two snippets be interchangeable : 

using modules only ()

using tuple ()




cc @SsnL"
22,15482,1,"GPU allocated memory is not released. I create CNN to work with images. This network is of the U-Net type for segmentation, which by its architecture saves intermediate calculations. This leads to the conclusion that with a small amount of memory you need to either reduce the size of the image, the number of layers, the size of the batch.
![default](https://user-images.githubusercontent.com/37583380/50356634-ccf4b080-0563-11e9-824a-44f7ef669087.png)
If you give the network a single image of a small size, the memory becomes slightly larger, which is logical.
![default](https://user-images.githubusercontent.com/37583380/50356532-5d7ec100-0563-11e9-95d2-9c7e27bd1558.png)
When you restart with the same image, the amount of allocated memory does not change, only the occupied part of the memory cache increases.
![default](https://user-images.githubusercontent.com/37583380/50356677-ed246f80-0563-11e9-8595-8eb10b651868.png)
Error text:
RuntimeError                              Traceback (most recent call last)
<ipython-input-25-8ba8cee8f3f0> in <module>()
      1 test = np.random.sample([1, 3, 1280, 1280]) * 0.5
----> 2 out = net(torch.FloatTensor(test).to(device))
      3 out.shape

E:\Python\Anaconda\lib\site-packages\torch\nn\modules\module.py in __call__(self, *input, **kwargs)
    487             result = self._slow_forward(*input, **kwargs)
    488         else:
--> 489             result = self.forward(*input, **kwargs)
    490         for hook in self._forward_hooks.values():
    491             hook_result = hook(self, input, result)

<ipython-input-12-552150536d36> in forward(self, x)
     50         x = self.maxpool(d1)
     51 
---> 52         d2 = self.down2(x)
     53         x = self.maxpool(d2)
     54 

E:\Python\Anaconda\lib\site-packages\torch\nn\modules\module.py in __call__(self, *input, **kwargs)
    487             result = self._slow_forward(*input, **kwargs)
    488         else:
--> 489             result = self.forward(*input, **kwargs)
    490         for hook in self._forward_hooks.values():
    491             hook_result = hook(self, input, result)

E:\Python\Anaconda\lib\site-packages\torch\nn\modules\container.py in forward(self, input)
     90     def forward(self, input):
     91         for module in self._modules.values():
---> 92             input = module(input)
     93         return input
     94 

E:\Python\Anaconda\lib\site-packages\torch\nn\modules\module.py in __call__(self, *input, **kwargs)
    487             result = self._slow_forward(*input, **kwargs)
    488         else:
--> 489             result = self.forward(*input, **kwargs)
    490         for hook in self._forward_hooks.values():
    491             hook_result = hook(self, input, result)

E:\Python\Anaconda\lib\site-packages\torch\nn\modules\activation.py in forward(self, input)
     48     @weak_script_method
     49     def forward(self, input):
---> 50         return F.threshold(input, self.threshold, self.value, self.inplace)
     51 
     52     def extra_repr(self):

E:\Python\Anaconda\lib\site-packages\torch\nn\functional.py in threshold(input, threshold, value, inplace)
    838         result = _VF.threshold_(input, threshold, value)
    839     else:
--> 840         result = _VF.threshold(input, threshold, value)
    841     return result
    842 

RuntimeError: CUDA out of memory. Tried to allocate 100.00 MiB (GPU 0; 2.00 GiB total capacity; 1.34 GiB already allocated; 5.20 MiB free; 12.75 MiB cached)

After a large image again give the network image smaller and again get the same error:
![default](https://user-images.githubusercontent.com/37583380/50356722-2230c200-0564-11e9-8fba-54855c20de9f.png)
Things with memory become like this:
![default](https://user-images.githubusercontent.com/37583380/50356785-67ed8a80-0564-11e9-8a9c-895b453410ba.png)

Without restarting jupyter notebook in which I work, the memory does not clear out.

"
667,685,0,"detach not working properly for stochastic variables. I'm not able to reproduce a simple example for now, will try to make one later. But basically I'm facing this issue in my code:



I have a variable , and doing  does not solve the issue. However,  solves it, which seems weird to me.."
119,13491,0,"Numerical ODE solvers. ## 🚀 Feature
It would be useful to have a library of numerical ODE solvers that are compatible with PyTorch.

## Motivation
Neural networks are increasingly being combined with ODEs. For example, when modelling ODEs that form part of a probabilistic model, or when defining a derivative with a neural network (neural ODEs).

You may want to get a speedup by using the GPU with PyTorch for this, and it's useful to be able to differentiate through these algorithms too.

## Pitch
I'm proposing to create a  module that contains half a dozen common ODE solvers. For instance, you could call  to calculate  points from  to  for the equation 
"
235,5331,0,"[ppc64le] FAIL: test_set_flush_denormal (__main__.TestTorch). hi,  I just saw this error in the last few days.  both for GPU and CPU only environment.
Is the test precision assertion correct ?


"
281,23512,0,"Build reconfiguration should consistently honor env variables. Per discussion here: https://github.com/pytorch/pytorch/pull/23323#issuecomment-515168182

We currently have

(plainly == no additional build options passed in to setup.py)

for clean tree:

- configuration only: 
- configuration + build: invoke setup.py plainly

For rebuild:

- reconfiguration without rebuild:  (unreliable), or edit CMakeCache.txt and run cmake directly
- rebuild without reconfiguration: invoke setup.py plainly, all build options persist
- reconfiguration + rebuild:  (unreliable), or edit CMakeCache.txt and invoke setup.py plainly

We need to make the two ""unreliable"" spots ""reliable""."
715,22017,0,"mkldnn_version.h: No such file or directory. I compiled pytorch under ubuntu18.04, gcc 7.4.0, and I git checkout v1.0.0 before compiling.
After the compiling process begins, I terminated at about 34% with the error:


So what's wrong with it and how can I solve this problem? Can anyone help me with this issue?
"
599,12946,0,"[jit][trace] non-argument tensors with requires_grad=True are traced as constants. ## 🐛 Bug

non-argument tensors with requires_grad=True are traced as constants

## To Reproduce

## Expected behavior

The output should have requires_grad=True so that one can backprop through it

## Environment
PT master

Reported by @SsnL "
262,21683,0,"Import ONNX model to Pytorch. ## 🚀 Feature

Importing ONNX models into Pytorch.
## Motivation

Almost all other frameworks already support this. Importing ONNX models into Pytorch makes Pytorch much more flexible.

## Pitch

In , a function should be created to take the ONNX model and outputs a Pytorch model. "
48,5406,1,"BatchNorm behaves different in train() and eval(). 

Sample output:

Also in master:
"
492,20465,0,"Second order gradient cuda error. ## 🐛 Bug
Convnet training on GPU: when penalizing gradient growth (backpropagating a gradient of a gradient) the following error happens:

indexValue >= 0 && indexValue < src.sizes[dim]

## Environment
PyTorch version: 1.1.0
Is debug build: No
CUDA used to build PyTorch: 10.0.130

OS: Ubuntu 18.04.1 LTS
GCC version: (Ubuntu 7.3.0-27ubuntu1~18.04) 7.3.0
CMake version: version 3.6.2

Python version: 3.6
Is CUDA available: Yes
CUDA runtime version: 9.1.85
GPU models and configuration:
GPU 0: TITAN X (Pascal)
GPU 1: TITAN X (Pascal)
GPU 2: TITAN X (Pascal)
GPU 3: TITAN X (Pascal)

Nvidia driver version: 418.56
cuDNN version: Probably one of the following:
/usr/lib/x86_64-linux-gnu/libcudnn.so.7.1.3
/usr/local/cuda-9.0/lib64/libcudnn.so.7.2.1

Versions of relevant libraries:
[pip3] numpy==1.15.0
[pip3] torch==1.1.0
[pip3] torchfile==0.1.0
[pip3] torchvision==0.2.2
[conda] blas                      1.0                         mkl
[conda] cuda92                    1.0                           0    pytorch
[conda] mkl                       2018.0.3                      1
[conda] mkl_fft                   1.0.4            py36h4414c95_1
[conda] mkl_random                1.0.1            py36h4414c95_1
[conda] pytorch                   1.1.0           py3.6_cuda10.0.130_cudnn7.5.1_0    pytorch
[conda] torchfile                 0.1.0                      py_0    conda-forge
[conda] torchvision               0.2.2                      py_3    pytorch
## Additional context

<!-- Add any other context about the problem here. -->
If I change the coefficient in  from 0.1 to 10 the error does NOT happen (at least not before ~40 epochs), same if I reduce the learning rate from 1 to 0.001. 
"
14,23642,1,"Performance Regression of Dataloader. ## 🐛 Bug

Latest change to Dataloader (#19228) leads to severe performance regression for large scale training up to 30%. We finally root the cause to theses change: https://github.com/pytorch/pytorch/blob/master/torch/utils/data/dataloader.py#L889-L891. It causes the exit of each epoch has additional 5 seconds.

## To Reproduce

Steps to reproduce the behavior:

<!-- If you have a code sample, error messages, stack traces, please provide it here as well -->



## Expected behavior

The exit is basically free in pytorch 1.1, but it takes 5s in pytorch 1.2.


<!-- A clear and concise description of what you expected to happen. -->

## Environment



## Additional context

<!-- Add any other context about the problem here. -->

The suggest fix is to recover previous lines around https://github.com/pytorch/pytorch/blob/master/torch/utils/data/dataloader.py#L889-L891. For example, following code will fix the problem:


"
52,25904,1,"Python hang after using torch.exp(). ## 🐛 Bug

Using function torch.exp() makes python hang. I test some other functions like torch.sum(), torch.abs(), these functions can return right results.
<!-- A clear and concise description of what the bug is. -->

## To Reproduce

Steps to reproduce the behavior:


Python just hang, python cannot be closed by using CTRL+C under Ubuntu 16.04.

<!-- If you have a code sample, error messages, stack traces, please provide it here as well -->

## Expected behavior

Out[2]: Tensor([1, 2])
<!-- A clear and concise description of what you expected to happen. -->

## Environment

Collecting environment information...
PyTorch version: 1.2.0
Is debug build: No
CUDA used to build PyTorch: 10.0.130

OS: Ubuntu 16.04.5 LTS
GCC version: (Ubuntu 5.3.1-14ubuntu2) 5.3.1 20160413
CMake version: version 3.5.1

Python version: 3.6
Is CUDA available: Yes
CUDA runtime version: 9.0.176
GPU models and configuration: 
GPU 0: GeForce GTX 1080 Ti
GPU 1: GeForce GTX 1080 Ti

Nvidia driver version: 410.93
cuDNN version: Could not collect

Versions of relevant libraries:
[pip] numpy==1.16.2
[pip] numpydoc==0.9.1
[pip] torch==1.2.0
[pip] torch-cluster==1.4.2
[pip] torch-geometric==1.2.1
[pip] torch-scatter==1.2.0
[pip] torch-sparse==0.4.0
[pip] torch-spline-conv==1.1.0
[pip] torchsummaryX==1.3.0
[pip] torchvision==0.4.0a0+6b959ee
[conda] blas                      1.0                         mkl  
[conda] cuda90                    1.0                  h6433d27_0    pytorch
[conda] mkl                       2018.0.3                      1  
[conda] mkl-service               1.1.2            py36h90e4bf4_5  
[conda] torch                     1.2.0                    pypi_0    pypi
[conda] torch-cluster             1.4.2                    pypi_0    pypi
[conda] torch-geometric           1.2.1                    pypi_0    pypi
[conda] torch-scatter             1.2.0                    pypi_0    pypi
[conda] torch-sparse              0.4.0                    pypi_0    pypi
[conda] torch-spline-conv         1.1.0                    pypi_0    pypi
[conda] torchsummaryx             1.3.0                    pypi_0    pypi
[conda] torchvision               0.2.2.post2              pypi_0    pypi
"
302,12181,0,"Network surgery for transfer fails. ## Per the pytorch/caffe2 Readme I am asking here.

I would like to use an existing network definition and weights from the model zoo as the backbone for a new network. In this specific example the architecture will be squeezenet, and the new network simply has a different shape for the top parameterized layers ['conv10_w', 'conv10_b'], to accommodate a different set of classes from Imagenet. 

Unfortunately, it is not clear from the documentation, tutorials, or examples how to achieve this (to me). Some OS notes: I have built caffe2+OpenCV from source with the current master, into a python2.7.12 virtualenv, cuda 9.0, cuDNN 7.0. 

I wrote a script ( based on https://nbviewer.jupyter.org/gist/kyamagu/6cff70840c10ca374e069a3a7eb00cb4/dogs-vs-cats.ipynb )
that I think should do this: https://gist.github.com/johncorring/d735675e75add96fbdfbcc40fa00f3ba

I get the following error message:
Traceback (most recent call last):
  File ""dogsvscats.py"", line 184, in <module>
    shtyp = workspace.InferShapesAndTypes([train_model.net])
  File ""/home/john/Code/pytorch/build/caffe2/python/workspace.py"", line 258, in InferShapesAndTypes
    blobdesc_prototxt = C.infer_shapes_and_types_from_workspace(net_protos)
MemoryError: std::bad_alloc

which isn't very helpful (especially since cross referencing against caffe2 docs doesn't yield anything).

When I comment out the offending line and try to continue to training I recieve a seg fault that I have narrowed down to coming from line 204, workspace.RunNet(train_model.net). lldb returns the following stack trace:

 thread #1: tid = 9130, 0x00007fffaa112240 libcaffe2.sovoid caffe2::math::CopyMatrix<float, caffe2::CPUContext>(int, int, float const*, int, int, float*, int, int, caffe2::CPUContext*) + 208
    frame #1: 0x00007fffaa11392f libcaffe2.socaffe2::ConvOp<float, caffe2::CPUContext>::RunOnDeviceWithOrderNCHW()::{lambda(caffe2::Tensor*)#1}::operator()(caffe2::Tensor*) const + 1169
    frame #3: 0x00007fffaa3f77f8 libcaffe2.socaffe2::ConvPoolOpBase<caffe2::CPUContext>::RunOnDevice() + 301
    frame #5: 0x00007fffa9fb52e5 libcaffe2.socaffe2::SimpleNet::Run() + 460
    frame #7: 0x00007fffaa0aeb8a libcaffe2.sovoid pybind11::cpp_function::initialize<caffe2::python::addGlobalMethods(pybind11::module&)::{lambda(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, bool)#21}, bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, bool, pybind11::name, pybind11::scope, pybind11::sibling>(caffe2::python::addGlobalMethods(pybind11::module&)::{lambda(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, bool)#21}&&, bool (*)(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, bool), pybind11::name const&, pybind11::scope const&, pybind11::sibling const&)::{lambda(pybind11::detail::function_call&)#3}::_FUN(pybind11::detail::function_call) + 311
    frame #9: 0x00007fffab160220 caffe2_pybind11_state_gpu.soPyEval_EvalFrameEx + 29342
    frame #11: 0x00000000004b9ab6 pythonPyEval_EvalFrameEx + 24639
    frame #13: 0x00000000004b9ab6 pythonPyEval_EvalFrameEx + 22711
    frame #15: 0x00000000004b9ab6 python??? + 63
    frame #17: 0x00000000004e5422 pythonPyRun_SimpleFileExFlags + 390
    frame #19: 0x0000000000493ae2 python__libc_start_main(main=(python_start + 41


"
543,18682,0,"Time-consuming gradient computation and backward for realizing meta network. ## ❓ Questions and Help
I am trying to implement the [paper](https://arxiv.org/pdf/1803.09050.pdf) for noisy label task. We found the training time is extremely time consuming, which troubled us for a long time.

The algorithm which i am tryinng to implement is the following:
![image](https://user-images.githubusercontent.com/30048368/55319105-c94bc080-54a6-11e9-923f-81b819c96154.png)

And the code is the following:
 

We find time_backward in meta-val stage takes up 99% of the meta-val training time. Moreover, the meta-val training time takes up 93% of the all training time. 

Could anyone give some suggestions on how to resolve this issue? Thank you very much!"
639,17161,0,"index operation is not supported in torch.HalfTensor . ## 🚀 Feature
Currently, an indexing of torch.HalfTensor like half_tensor[indices] gives this runtime error.
RuntimeError: ""index"" not implemented for 'torch.HalfTensor'. So, requesting for an indexing method. 

## Motivation
It would be great to be able to index half tensors. My current use case for this is while doing large scale similarity metric computations on embeddings on the GPU where I figured I could use float16 to reduce memory usage.

## Pitch
Indexing method added to HalfTensor objects.

## Alternatives
For my use-case the alternative is to chunk up tensors appropriately to do similarity computations. While its works just as well, I can imagine other use cases where indexing on HalfTensor objects are needed.
"
447,24088,0,"RuntimeError: ""eye"" not implemented for 'Bool' when on CPU. ## 🐛 Bug
torch.eye doesn't work for dtype torch.bool when the device is CPU, but it does work on GPU. 

## To Reproduce
>>> torch.eye(5, dtype=torch.bool, device=torch.device(""cpu""))
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
RuntimeError: ""eye"" not implemented for 'Bool'

>>> torch.eye(5, dtype=torch.bool, device=torch.device(""cuda""))
tensor([[ True, False, False, False, False],
        [False,  True, False, False, False],
        [False, False,  True, False, False],
        [False, False, False,  True, False],
        [False, False, False, False,  True]], device='cuda:0')

## Expected behavior
I was expecting torch.eye for bool to be implemented for both CPU and CUDA. Maybe there are other torch functions with this issue as well?

## Environment
Collecting environment information...
PyTorch version: 1.2.0
Is debug build: No
CUDA used to build PyTorch: 10.0.130

OS: Ubuntu 18.04.3 LTS
GCC version: (Ubuntu 7.4.0-1ubuntu1~18.04.1) 7.4.0
CMake version: Could not collect

Python version: 3.6
Is CUDA available: Yes
CUDA runtime version: Could not collect
GPU models and configuration: GPU 0: GeForce GTX 1060
Nvidia driver version: 430.40
cuDNN version: Could not collect

Versions of relevant libraries:
[pip3] numpy==1.17.0
[pip3] torch==1.2.0
[pip3] torchvision==0.4.0
[conda] Could not collect

 - PyTorch Version (e.g., 1.0): 1.2
 - OS (e.g., Linux): Ubuntu 18.04
 - How you installed PyTorch (, , source): pip
 - Python version: 3.6.8
 - CUDA/cuDNN version: 10.1
 - GPU models and configuration: GTX 1060 (6GB)

## Additional context
I can workaround on CPU for now by casting to torch.bool after calling torch.eye.
"
16,10851,1,"`profiler.table()` too slow. ## Issue description

When processing large amount of output lines(about 100000 lines), profiler.table() can spend several minutes. I think it's because in , new lines are added to the end of a string, and this can result in a copy operation of the whole string. The best practise here may be using ."
78,13722,1,"Extremely high GPU memory usage for a simple architecture. ## 🐛 Bug

When using a particular architecture, pytorch is throwing CUDA OOME much faster (with ""batch_size"" of 10k) than tensorflow (which runs smoothly with ""batch_size"" of 200k-500k).

## To Reproduce

Steps to reproduce the behavior:

I wrote two almost identical implementations of a problematic NN architecture in both pytorch and tensorflow.

Here is PyTorch version:


And tensorflow:

If you run both scripts on 11GB GPU you should see CUDA OOME in pytorch (on loss.backward() line), but not in tensorflow script.

## Expected behavior

I would expect adequate GPU memory usage for such a simple architecture and small input size (10k numbers), which is the case in tensorflow, but not in pytorch.

## Environment

(This is the environment of Google Colaboratory, but the same issue on two other machines)

PyTorch version: 0.4.1
Is debug build: No
CUDA used to build PyTorch: 9.2.148

OS: Ubuntu 18.04.1 LTS
GCC version: (Ubuntu 7.3.0-27ubuntu1~18.04) 7.3.0
CMake version: Could not collect

Python version: 3.6
Is CUDA available: Yes
CUDA runtime version: 9.2.148
GPU models and configuration: GPU 0: Tesla K80
Nvidia driver version: 396.44
cuDNN version: Probably one of the following:
/usr/lib/x86_64-linux-gnu/libcudnn.so.7.3.1

Versions of relevant libraries:
[pip] Could not collect
[conda] Could not collect"
363,15608,0,"[Caffe2] How to switch to test phase?. Hi, I just spent 1 hour looking at the documentation and some tutorials on the website, and googling ; but I cannot figure out how I can put a net in testing phase. I would like an equivalent in Caffe2 of ."
521,28653,0,"QAT with CUDA. Try post train with my own network and dataset but accuracy is not good enough. 
Try QAT with too slow. 
Any way to quickly run QAT on NVIDIA GPU?

cc @jerryzh168 @jianyuh @dzhulgakov @raghuramank100 @jamesr66a"
371,15298,0,"Momentum problem (1-momentum is correct?) in BatchNorm2d. ## 🐛 Bug

In BatchNorm2d' doc, the explanation of momentum is:


where  is the newly computed batch statistics,  is the estimated statistics in history.
While in my experiments, when momentum set to 0, the batchnorm operates just use the newly computed statistics.

So I guess maybe the following explanation is correct:



## To Reproduce

 is a torch.Tensor with shape (8, 3, 299, 299), which read from an image
 is the model load from 
I have set the momentum as 0 in [Inception v3 model struct](https://github.com/pytorch/vision/blob/master/torchvision/models/inception.py):



Then I calculate the mean and var:


The result is that  while 

## Expected behavior

Expected  while 

## Environment

 - PyTorch Version 0.4.1:
 - Windows:
 - pip:
 - Python version: 3.6.5


cc @brianjo @mruberry @albanD @jbschlosser"
454,15262,0,"doc err:torch.nn.BCELoss. pytorch 1.0
-------------
DOC:This is used for measuring the error of a reconstruction in for example an auto-encoder. Note that the targets y should be numbers between 0 and 1.
--------------
import torch 
import torch.nn.functional as F
b=[[0.2,0.1]]
c=[[1.,3.]]
aa = torch.tensor(b,requires_grad=True)
target = torch.tensor(c)
output = F.binary_cross_entropy(aa,target,reduce=True,size_average=True)
z=output.sum()
z.backward()
print(output)
-----------------------
tensor(4.1532, grad_fn=<BinaryCrossEntropyBackward>)
---------------
target value is 1 and 3.,not between 0 and 1.
"
206,26218,0,"Default adam epsilon to 1e-7 when on fp16. ## 🚀 Feature
If you use 1e-8 as default and you use 16 bit, it will round to zero, and thus you get no stability gains.


cc @vincentqb"
234,28404,0,"[Quantization] (Error): No function is registered for schema aten. ## ❓ Questions and Help
    I tried to quantizate my own shuffle model through 'STATIC QUANTIZATION WITH EAGER MODE IN PYTORCH'.
    But when it comes to forward propagation, the time to assess model losses, I failed:

    

cc @jerryzh168 @jianyuh @dzhulgakov @raghuramank100"
257,22013,0,"Mysterious Tensor Indexing Problem. ## 🐛 Bug

Indexing into a tensor with a 2d list of indices seems to fail sometimes, with a critical point when the number of indices is less than 32.

## To Reproduce



 fails with:


## Expected behavior

I expected this indexing to work the same for any number of indices.  This is problematic in my actual code as the size of the data varies.

## Environment

PyTorch version: 1.1.0
Is debug build: No
CUDA used to build PyTorch: 10.0.130

OS: Ubuntu 16.04.6 LTS
GCC version: (Ubuntu 5.4.0-6ubuntu1~16.04.11) 5.4.0 20160609
CMake version: Could not collect

Python version: 3.6
Is CUDA available: No
CUDA runtime version: No CUDA
GPU models and configuration: No CUDA
Nvidia driver version: No CUDA
cuDNN version: No CUDA

Versions of relevant libraries:
[pip3] numpy==1.16.4
[pip3] pytorch-pretrained-bert==0.6.2
[pip3] torch==1.1.0
[conda] Could not collect

## Additional context

<!-- Add any other context about the problem here. -->


cc @mruberry @rgommers @heitorschueroff"
43,26386,1,pytorch inference fp16. The model is trained with fp32. I try to use .half() to change  layers and inputs to fp16. Actually，it indeed accelerate the inference. But its acceleration effect is far away from twice  of fp32. My platform is nvidia tx2. Its compute capability is 6.2. It supports fp16 very well. So what I want to ask is whether fp16 cannot be twice as fast as fp32 in pytorch. Looking for your reply.Thank you.
689,23925,0,"'border' and 'reflection’ modes of grid_sample have incorrect gradients at border. ## 🐛 Bug

When  in , and a grid point falls exactly on the high boundary of the image (), the gradient should be based on the border padding scheme, which should give either the gradient from just inside the boundary, or zero from just outside the boundary (either could be valid, since it’s a non differentiable point). Instead, the gradient is currently based on zero padding the image, which gives wacky results.

Same problem occurs with  for 2D  on CPU.
Reflection modes of both the cuda version and the 3D CPU version also have this problem, but it’s arguably worse, since the incorrect gradient is also negated. Furthermore, this is an inconsistency between the behavior of CPU and CUDA kernels.

## Example:



Notice the wacky last row and last column. This is because the gradient there is currently calculated as if the image was zero-padded.

The result should ideally look like



which finds the gradient using the in-bounds neighbor.

A less ideal, but still palatable result would be



which finds the gradient using the out-of-bounds, border-padded neighbor.

Reflection mode on cpu (for instance, try using these same commands, but with ) gives the exact same problematic result.
When using reflection mode on cuda, however, (as well as for 3D grid_sample on cpu) the problematic gradients are negated!



This is also problematic, of course, but even more so because of the mismatch between the cpu and cuda behaviors.

For  mode, I think it makes sense to set the gradient in such cases to zero, since it’s sort of at the apex of a symmetric hill. But setting it to take the gradient of one side or the other might also be acceptable for most practical purposes.

For  mode, by contrast, I think it makes more sense to always take the non-zero gradient from the inner side, since the outer side gradient will be zero and so effectively stop training (see the related discussion for  at #7002 and #7049).




PyTorch Version: tested on commit https://github.com/pytorch/pytorch/commit/0539462ca2966aa29657b58aeb17a85c21524d31"
313,11850,0,"[Caffe2/Bug] Cannot enable MKL-DNN. ## Solution
A solution is found for the problem, but maybe a bug in Caffe2

MKL-DNN can be enabled by first compiling the PyTorch. Then turn on MKL by

and recompile PyTorch. Then MKL-DNN is enabled.

## Issue description

Trying to accelerate caffe2 inference with MKL-DNN.

The MKL-DNN lib can be detected:

But mkl operators are not compiled

And MKL-DNN cannot be found after installation since

returns False.

Also, I try to enable MKL by changing the CMakeLists.txt:

It acutally cause an error:


## System Info
PyTorch version: 1.0.0a0+98aebed
Is debug build: No
CUDA used to build PyTorch: None

OS: Ubuntu 18.04.1 LTS
GCC version: (Ubuntu 7.3.0-16ubuntu3) 7.3.0
CMake version: version 3.10.2

Python version: 2.7
Is CUDA available: No
CUDA runtime version: No CUDA
GPU models and configuration: No CUDA
Nvidia driver version: No CUDA
cuDNN version: No CUDA

Versions of relevant libraries:
[pip] numpy (1.15.1)
[pip] torch (1.0.0a0+98aebed)
[conda] Could not collect

"
216,4540,0,"Cuda out of memory but gpu memory is utilized about a half. I'm running slightly modified code of EDSR baseline network from here: https://github.com/thstkdgus35/EDSR-PyTorch
The training on first epoch goes well, but on the test stage when loading a model it raises an error:

But what is strange is that gpu memory at that moment is utilised about a half. Here's nvidia-smi output (at the moment of peak memory usage):

In test function I also use volatile=True option. What could be the problem?
OS: Win10
GPU: 1060 6G


  
  "
720,21701,0,Add comments on classes to `bailout_graph.cpp`
645,11482,0,"Error -3 while decompressing data: invalid block type. ## Issue description
I got the problem when I tried to download MNIST dataset. Tested twice: with pytorch installed using pip and pytorch compiled from source.
## Code example




## System Info

PyTorch version: 0.3.1
Is debug build: No
CUDA used to build PyTorch: None

OS: Mac OSX 10.13.6
GCC version: Could not collect
CMake version: version 3.12.1

Python version: 3.6
Is CUDA available: No
CUDA runtime version: No CUDA
GPU models and configuration: No CUDA
Nvidia driver version: No CUDA
cuDNN version: No CUDA

Versions of relevant libraries:
[pip] Could not collect
[conda] Could not collect
"
719,16326,0,"[JIT] C++ frontend is unable to support std::vector<std::vector<Tensor>>. ## 🐛 Bug
C++ frontend is unable to support std::vector<std::vector<Tensor>>

## To Reproduce
Python Code



CPP code

Error Message




## Some preliminary debugging
In particular, this is the offending function




this is the call site of the offending function. It does not seem to check generic types. Like . Instead, it goes straight to 



## Environment
Pytorch version: 4edc8273eb223785929c0017caf15c101964d480

"
436,2735,0,nk
23,2180,1,"Discrepancy in BCEWithLogitsLoss and ClassNLLLoss. In BCEWithLogitsLoss, weights are unnormalized and used, while in ClassNLLLoss weights are normalized and used. 

Some discussion around this can be found [here](https://github.com/pytorch/pytorch/commit/67968cb60b1d3021834594967d4140a36a8213e3#commitcomment-23155134). Is this discrepancy expected? Else if this is an issue I can send a PR to resolve this."
283,17850,0,"Build fails for caffe2/CMakeFiles/caffe2.dir/__/aten/src/ATen/native/mkldnn/Conv.cpp.o; possibly MKL-DNN issue. ## 🐛 Bug

PyTorch fails to build with an issue related to MKL-DNN. I previously built MKL-DNN by ing from their GitHub repo.

Error trace is below:



## Build command


## Environment

 - PyTorch Version (e.g., 1.0): Master branch
 - OS (e.g., Linux): Debian:Stretch
 - How you installed PyTorch (, , source): source
 - Build command you used (if compiling from source): see above
 - Python version: 3.6.5
 - CUDA/cuDNN version: NA
 - GPU models and configuration: NA
 - Any other relevant information: NA
"
